user_id,customer_age,time_on_site,pages_visited,purchase_amount,customer_satisfaction,is_premium,session_date,device_type,traffic_source,country,browser
558,27,14.5,5,154.62,5.0,True,2023-01-24 05:00:00,Mobile,Paid,Australia,Chrome
559,25,22.9,8,133.51,6.5,False,2023-01-24 06:00:00,Desktop,Paid,Canada,Chrome
560,40,12.4,4,80.2,6.0,True,2023-01-24 07:00:00,Desktop,Social,UK,Chrome
561,30,22.1,5,135.24,7.3,False,2023-01-24 08:00:00,Tablet,Paid,Australia,Edge
562,28,11.3,6,95.82,3.9,False,2023-01-24 09:00:00,Desktop,Paid,USA,Chrome
563,18,23.3,6,104.71,2.2,True,2023-01-24 10:00:00,Desktop,Social,Germany,Edge
564,36,9.4,4,66.64,7.0,True,2023-01-24 11:00:00,Mobile,Direct,USA,Chrome
565,32,14.9,6,135.92,4.7,True,2023-01-24 12:00:00,Mobile,Paid,Australia,Safari
566,30,15.5,5,73.46,4.8,False,2023-01-24 13:00:00,Desktop,Social,USA,Chrome
567,38,15.4,5,126.66,3.0,False,2023-01-24 14:00:00,Tablet,Social,UK,Safari
568,46,10.9,4,79.67,7.3,True,2023-01-24 15:00:00,Mobile,Organic,Germany,Firefox
569,46,6.1,5,46.46,6.0,True,2023-01-24 16:00:00,Desktop,Direct,Australia,Firefox
570,43,14.9,4,129.04,6.8,True,2023-01-24 17:00:00,Desktop,Paid,Canada,Firefox
571,31,22.7,6,95.49,6.4,True,2023-01-24 18:00:00,Tablet,Organic,UK,Chrome
572,26,12.6,7,82.25,2.7,False,2023-01-24 19:00:00,Desktop,Organic,Canada,Safari
573,19,8.5,3,66.16,4.2,False,2023-01-24 20:00:00,Mobile,Organic,Australia,Firefox
574,26,18.2,6,104.01,5.4,True,2023-01-24 21:00:00,Desktop,Social,Australia,Chrome
575,35,11.3,6,98.65,4.9,True,2023-01-24 22:00:00,Desktop,Social,USA,Chrome
576,23,15.9,6,134.34,5.9,True,2023-01-24 23:00:00,Mobile,Social,Australia,Chrome
577,36,15.3,6,131.11,6.7,True,2023-01-25 00:00:00,Tablet,Social,Australia,Safari
578,21,15.1,4,73.07,7.2,True,2023-01-25 01:00:00,Desktop,Paid,Germany,Firefox
579,18,16.8,7,93.77,3.7,True,2023-01-25 02:00:00,Desktop,Direct,UK,Chrome
580,47,8.8,4,107.92,6.1,True,2023-01-25 03:00:00,Mobile,Direct,Canada,Firefox
581,28,22.5,5,87.13,6.9,True,2023-01-25 04:00:00,Mobile,Paid,France,Chrome
582,22,16.9,7,107.74,4.7,True,2023-01-25 05:00:00,Desktop,Social,UK,Chrome
583,19,11.7,6,146.72,6.2,True,2023-01-25 06:00:00,Desktop,Direct,Canada,Safari
584,41,5.1,5,61.11,6.3,False,2023-01-25 07:00:00,Tablet,Paid,Canada,Chrome
585,56,7.5,3,42.11,5.4,False,2023-01-25 08:00:00,Desktop,Organic,USA,Chrome
586,29,9.2,3,54.77,6.6,True,2023-01-25 09:00:00,Desktop,Paid,Canada,Chrome
587,32,6.2,4,51.73,5.7,True,2023-01-25 10:00:00,Desktop,Direct,USA,Chrome
588,51,11.4,4,60.09,5.1,False,2023-01-25 11:00:00,Desktop,Social,USA,Chrome
589,18,21.5,9,119.04,4.4,True,2023-01-25 12:00:00,Mobile,Social,Canada,Chrome
590,65,2.3,4,165.45,7.0,True,2023-01-25 13:00:00,Desktop,Direct,France,Chrome
591,72,3.5,5,86.93,6.0,True,2023-01-25 14:00:00,Mobile,Organic,Australia,Safari
592,18,19.0,4,93.86,4.4,True,2023-01-25 15:00:00,Desktop,Direct,Canada,Chrome
593,34,16.5,6,98.22,6.9,True,2023-01-25 16:00:00,Desktop,Paid,France,Safari
594,24,19.3,5,88.14,7.8,False,2023-01-25 17:00:00,Mobile,Social,UK,Firefox
595,31,1.2,3,52.26,4.5,False,2023-01-25 18:00:00,Mobile,Paid,Germany,Chrome
596,29,13.7,3,134.85,5.3,True,2023-01-25 19:00:00,Desktop,Paid,Germany,Chrome
597,47,11.9,5,88.74,4.7,False,2023-01-25 20:00:00,Desktop,Paid,UK,Chrome
598,33,11.5,5,119.13,3.7,True,2023-01-25 21:00:00,Mobile,Paid,Canada,Firefox
599,21,17.3,7,135.35,9.4,True,2023-01-25 22:00:00,Mobile,Organic,France,Firefox
600,32,17.5,5,196.94,6.3,True,2023-01-25 23:00:00,Mobile,Paid,UK,Chrome
601,43,11.1,6,115.98,4.9,True,2023-01-26 00:00:00,Mobile,Social,Germany,Chrome
602,18,25.6,8,220.22,5.5,False,2023-01-26 01:00:00,Desktop,Direct,UK,Chrome
603,18,23.7,6,154.58,6.0,True,2023-01-26 02:00:00,Tablet,Organic,Germany,Firefox
604,65,3.4,2,65.22,4.6,True,2023-01-26 03:00:00,Desktop,Organic,USA,Chrome
605,25,14.9,5,78.61,7.9,False,2023-01-26 04:00:00,Desktop,Social,Canada,Chrome
606,33,1.0,5,97.48,4.1,True,2023-01-26 05:00:00,Mobile,Social,Germany,Firefox
607,29,13.2,5,128.04,4.0,True,2023-01-26 06:00:00,Desktop,Social,France,Firefox
608,43,3.8,4,106.22,6.9,True,2023-01-26 07:00:00,Desktop,Direct,Canada,Chrome
609,62,6.1,6,44.99,5.3,False,2023-01-26 08:00:00,Desktop,Organic,USA,Chrome
610,44,11.2,5,73.69,5.4,False,2023-01-26 09:00:00,Mobile,Paid,USA,Chrome
611,18,21.6,6,125.78,7.1,False,2023-01-26 10:00:00,Mobile,Direct,Germany,Safari
612,18,25.1,8,117.04,6.4,False,2023-01-26 11:00:00,Mobile,Social,France,Chrome
613,29,14.7,4,77.35,5.7,False,2023-01-26 12:00:00,Desktop,Social,Australia,Chrome
614,31,25.6,10,122.12,4.1,False,2023-01-26 13:00:00,Desktop,Direct,France,Chrome
615,18,19.3,6,81.07,3.3,False,2023-01-26 14:00:00,Mobile,Paid,Canada,Firefox
616,47,2.8,2,67.4,4.6,False,2023-01-26 15:00:00,Mobile,Organic,Canada,Firefox
617,19,15.1,5,77.28,4.1,True,2023-01-26 16:00:00,Desktop,Organic,Australia,Firefox
618,57,4.4,2,49.05,5.9,True,2023-01-26 17:00:00,Desktop,Direct,Australia,Firefox
619,62,7.8,2,60.04,2.9,True,2023-01-26 18:00:00,Desktop,Direct,Canada,Safari
620,31,9.4,4,98.06,5.3,False,2023-01-26 19:00:00,Desktop,Organic,Canada,Safari
621,42,9.5,5,92.63,5.7,False,2023-01-26 20:00:00,Mobile,Paid,USA,Chrome
622,18,17.3,7,114.42,6.1,True,2023-01-26 21:00:00,Mobile,Social,UK,Chrome
623,44,8.0,4,42.24,6.0,False,2023-01-26 22:00:00,Tablet,Organic,Germany,Safari
624,28,19.3,8,153.59,6.0,True,2023-01-26 23:00:00,Desktop,Direct,Germany,Firefox
625,19,21.1,6,180.76,5.8,True,2023-01-27 00:00:00,Desktop,Paid,Germany,Edge
626,31,20.1,6,112.09,8.0,True,2023-01-27 01:00:00,Mobile,Direct,UK,Chrome
627,28,13.4,3,59.53,5.1,False,2023-01-27 02:00:00,Desktop,Social,UK,Edge
628,30,20.5,6,95.29,8.1,True,2023-01-27 03:00:00,Mobile,Organic,Canada,Chrome
629,49,1.9,1,25.52,4.8,False,2023-01-27 04:00:00,Mobile,Social,Australia,Chrome
630,23,9.6,3,137.91,6.4,True,2023-01-27 05:00:00,Desktop,Social,Australia,Chrome
631,61,1.0,2,38.68,5.2,True,2023-01-27 06:00:00,Desktop,Paid,USA,Chrome
632,18,18.1,6,112.55,6.5,False,2023-01-27 07:00:00,Desktop,Organic,Canada,Chrome
633,59,11.7,8,95.97,5.3,False,2023-01-27 08:00:00,Mobile,Direct,Germany,Chrome
634,20,14.6,4,106.82,6.2,True,2023-01-27 09:00:00,Desktop,Social,UK,Chrome
635,35,10.6,4,59.7,7.9,False,2023-01-27 10:00:00,Desktop,Social,Canada,Safari
636,28,14.1,4,94.25,7.5,True,2023-01-27 11:00:00,Desktop,Paid,USA,Edge
637,30,17.4,7,98.12,7.6,False,2023-01-27 12:00:00,Mobile,Social,Canada,Safari
638,47,7.0,5,118.21,4.2,True,2023-01-27 13:00:00,Mobile,Social,Australia,Edge
639,57,3.6,5,39.6,3.6,False,2023-01-27 14:00:00,Tablet,Paid,Australia,Safari
640,53,1.0,2,41.22,5.7,False,2023-01-27 15:00:00,Mobile,Organic,USA,Safari
641,29,12.0,7,133.09,7.5,True,2023-01-27 16:00:00,Desktop,Paid,Germany,Chrome
642,38,18.1,5,130.69,5.5,True,2023-01-27 17:00:00,Desktop,Social,Australia,Chrome
643,23,17.0,8,84.86,4.8,False,2023-01-27 18:00:00,Desktop,Organic,France,Safari
644,20,13.8,5,117.83,8.3,True,2023-01-27 19:00:00,Mobile,Direct,USA,Chrome
645,18,24.3,9,114.26,7.2,True,2023-01-27 20:00:00,Mobile,Organic,Canada,Firefox
646,28,12.0,6,77.04,7.4,True,2023-01-27 21:00:00,Desktop,Direct,France,Chrome
647,39,19.0,4,131.43,5.7,False,2023-01-27 22:00:00,Tablet,Organic,Australia,Chrome
648,18,25.1,7,113.11,5.4,False,2023-01-27 23:00:00,Desktop,Social,UK,Chrome
649,34,13.5,3,53.79,7.0,False,2023-01-28 00:00:00,Mobile,Social,UK,Firefox
650,58,1.0,3,30.92,4.9,False,2023-01-28 01:00:00,Mobile,Social,UK,Chrome
651,52,19.4,6,110.52,5.2,True,2023-01-28 02:00:00,Mobile,Direct,Australia,Chrome
652,26,17.6,6,94.74,4.6,True,2023-01-28 03:00:00,Mobile,Organic,UK,Firefox
653,18,16.5,5,86.08,5.1,False,2023-01-28 04:00:00,Mobile,Organic,Canada,Chrome
654,42,15.7,5,109.6,7.4,True,2023-01-28 05:00:00,Mobile,Organic,USA,Chrome
655,18,21.6,5,115.71,3.9,True,2023-01-28 06:00:00,Mobile,Paid,Australia,Firefox
656,52,14.6,4,82.27,6.8,True,2023-01-28 07:00:00,Desktop,Direct,USA,Chrome
657,32,10.6,4,109.24,5.0,False,2023-01-28 08:00:00,Desktop,Organic,Germany,Safari
658,62,6.4,3,81.84,5.5,False,2023-01-28 09:00:00,Mobile,Social,USA,Chrome
659,18,12.2,7,105.42,5.8,True,2023-01-28 10:00:00,Mobile,Paid,Canada,Edge
660,49,12.2,3,65.3,5.3,True,2023-01-28 11:00:00,Mobile,Direct,Germany,Safari
661,33,13.3,7,139.7,6.0,True,2023-01-28 12:00:00,Desktop,Paid,France,Safari
662,30,15.9,7,94.07,5.3,False,2023-01-28 13:00:00,Desktop,Direct,Germany,Firefox
663,18,17.4,6,95.44,5.1,True,2023-01-28 14:00:00,Desktop,Social,Canada,Firefox
664,44,9.1,6,152.82,8.5,True,2023-01-28 15:00:00,Tablet,Direct,UK,Chrome
665,45,5.6,3,44.06,5.5,False,2023-01-28 16:00:00,Desktop,Social,France,Chrome
666,62,8.9,3,53.76,5.3,False,2023-01-28 17:00:00,Desktop,Paid,France,Chrome
667,50,15.9,7,96.95,5.0,True,2023-01-28 18:00:00,Desktop,Direct,France,Chrome
668,26,12.9,6,72.76,5.1,False,2023-01-28 19:00:00,Desktop,Paid,France,Chrome
669,20,20.3,7,90.28,4.9,True,2023-01-28 20:00:00,Desktop,Paid,UK,Firefox
670,18,20.3,7,174.47,7.9,True,2023-01-28 21:00:00,Mobile,Paid,Australia,Chrome
671,57,6.4,6,73.08,4.6,True,2023-01-28 22:00:00,Desktop,Direct,Australia,Chrome
672,23,8.9,3,81.58,2.4,False,2023-01-28 23:00:00,Desktop,Social,Canada,Chrome
673,57,1.0,3,27.81,5.4,False,2023-01-29 00:00:00,Desktop,Organic,UK,Chrome
674,43,6.7,3,46.13,5.0,False,2023-01-29 01:00:00,Desktop,Direct,Canada,Chrome
675,40,1.0,2,120.86,5.3,True,2023-01-29 02:00:00,Mobile,Paid,Canada,Safari
676,30,21.4,7,93.48,7.3,False,2023-01-29 03:00:00,Tablet,Organic,Australia,Chrome
677,45,11.9,4,91.6,1.8,False,2023-01-29 04:00:00,Mobile,Organic,UK,Safari
678,35,12.9,4,50.16,7.9,False,2023-01-29 05:00:00,Mobile,Organic,Australia,Chrome
679,29,3.7,4,40.22,7.0,False,2023-01-29 06:00:00,Desktop,Social,UK,Chrome
680,45,1.0,2,41.48,4.5,False,2023-01-29 07:00:00,Mobile,Organic,Australia,Chrome
681,33,13.6,6,126.78,5.6,True,2023-01-29 08:00:00,Desktop,Organic,Australia,Chrome
682,23,26.4,8,130.1,7.1,True,2023-01-29 09:00:00,Mobile,Paid,Germany,Chrome
683,44,6.8,5,70.93,6.5,True,2023-01-29 10:00:00,Mobile,Direct,USA,Chrome
684,34,17.6,5,118.65,5.2,True,2023-01-29 11:00:00,Desktop,Social,Germany,Firefox
685,42,8.4,6,91.62,3.5,True,2023-01-29 12:00:00,Desktop,Paid,Australia,Firefox
686,28,15.3,5,62.72,8.8,False,2023-01-29 13:00:00,Desktop,Social,Australia,Chrome
687,18,24.2,9,131.54,7.7,True,2023-01-29 14:00:00,Desktop,Organic,Canada,Safari
688,61,3.5,2,44.51,5.7,False,2023-01-29 15:00:00,Desktop,Direct,Canada,Firefox
689,58,2.6,3,52.4,5.8,False,2023-01-29 16:00:00,Tablet,Organic,Canada,Chrome
690,48,16.1,4,76.89,6.7,True,2023-01-29 17:00:00,Desktop,Organic,UK,Chrome
691,29,15.0,4,89.29,7.0,True,2023-01-29 18:00:00,Mobile,Paid,Germany,Chrome
692,30,19.8,4,111.57,3.0,True,2023-01-29 19:00:00,Mobile,Organic,Australia,Safari
693,56,3.4,4,41.1,4.9,False,2023-01-29 20:00:00,Desktop,Organic,UK,Chrome
694,30,21.6,7,99.58,5.3,True,2023-01-29 21:00:00,Desktop,Social,Australia,Chrome
695,26,17.2,6,121.2,6.0,False,2023-01-29 22:00:00,Desktop,Paid,USA,Chrome
696,63,6.7,5,99.7,7.2,True,2023-01-29 23:00:00,Desktop,Organic,USA,Chrome
697,34,13.9,5,146.03,3.8,True,2023-01-30 00:00:00,Desktop,Social,Australia,Chrome
698,62,2.5,1,48.86,3.5,False,2023-01-30 01:00:00,Desktop,Social,USA,Chrome
699,18,18.1,5,83.03,4.8,True,2023-01-30 02:00:00,Desktop,Direct,Canada,Edge
700,43,8.5,3,55.36,5.8,False,2023-01-30 03:00:00,Mobile,Organic,Australia,Chrome
701,66,8.5,6,85.88,7.1,False,2023-01-30 04:00:00,Mobile,Direct,Canada,Chrome
702,35,11.9,6,71.44,8.2,False,2023-01-30 05:00:00,Desktop,Social,UK,Chrome
703,31,6.7,8,140.43,6.0,False,2023-01-30 06:00:00,Mobile,Social,USA,Chrome
704,18,9.7,4,67.54,6.9,False,2023-01-30 07:00:00,Tablet,Organic,France,Firefox
705,51,1.0,2,90.35,7.0,True,2023-01-30 08:00:00,Desktop,Paid,UK,Edge
706,23,19.6,5,82.74,6.6,False,2023-01-30 09:00:00,Desktop,Organic,USA,Firefox
707,34,7.7,3,62.73,5.6,False,2023-01-30 10:00:00,Desktop,Social,Canada,Chrome
708,18,19.6,5,95.11,5.4,False,2023-01-30 11:00:00,Desktop,Social,UK,Safari
709,58,6.7,6,54.57,3.9,False,2023-01-30 12:00:00,Mobile,Organic,Australia,Safari
710,52,7.5,3,60.39,3.9,False,2023-01-30 13:00:00,Mobile,Organic,France,Chrome
711,35,15.3,7,107.32,6.6,True,2023-01-30 14:00:00,Mobile,Direct,Australia,Safari
712,18,18.9,4,65.17,5.6,False,2023-01-30 15:00:00,Desktop,Paid,Australia,Firefox
713,58,1.0,4,73.3,5.1,False,2023-01-30 16:00:00,Mobile,Social,Australia,Firefox
714,30,13.0,4,93.01,6.9,True,2023-01-30 17:00:00,Desktop,Direct,Germany,Chrome
715,18,20.1,6,104.06,5.7,True,2023-01-30 18:00:00,Desktop,Organic,UK,Chrome
716,18,26.3,10,161.5,5.2,True,2023-01-30 19:00:00,Desktop,Social,USA,Firefox
717,25,24.3,10,163.4,6.2,True,2023-01-30 20:00:00,Mobile,Social,USA,Chrome
718,18,11.3,5,219.12,8.4,True,2023-01-30 21:00:00,Mobile,Paid,UK,Edge
719,26,14.1,5,66.22,4.1,False,2023-01-30 22:00:00,Mobile,Paid,Australia,Chrome
720,46,1.8,1,104.32,6.4,False,2023-01-30 23:00:00,Mobile,Direct,UK,Chrome
721,29,22.3,8,155.04,6.5,True,2023-01-31 00:00:00,Desktop,Organic,USA,Firefox
722,40,16.5,5,103.29,4.9,True,2023-01-31 01:00:00,Desktop,Organic,Australia,Chrome
723,24,18.0,6,83.35,5.4,True,2023-01-31 02:00:00,Mobile,Paid,Canada,Chrome
724,36,13.5,3,70.42,3.3,True,2023-01-31 03:00:00,Tablet,Social,Canada,Firefox
725,64,11.3,8,85.8,6.0,True,2023-01-31 04:00:00,Mobile,Paid,UK,Firefox
726,30,20.6,7,108.03,4.0,True,2023-01-31 05:00:00,Desktop,Organic,Australia,Chrome
727,41,17.1,7,127.21,7.9,True,2023-01-31 06:00:00,Tablet,Paid,Canada,Chrome
728,18,20.4,7,158.33,6.4,True,2023-01-31 07:00:00,Desktop,Paid,Australia,Firefox
729,58,4.4,1,130.25,5.4,True,2023-01-31 08:00:00,Desktop,Social,Australia,Chrome
730,28,19.0,5,91.91,7.7,False,2023-01-31 09:00:00,Desktop,Direct,Canada,Firefox
731,51,12.4,7,101.02,4.5,False,2023-01-31 10:00:00,Desktop,Paid,France,Firefox
732,33,12.6,4,64.65,4.5,False,2023-01-31 11:00:00,Mobile,Social,USA,Chrome
733,44,8.5,3,105.81,3.3,False,2023-01-31 12:00:00,Mobile,Social,France,Chrome
734,45,15.6,6,107.89,8.0,False,2023-01-31 13:00:00,Desktop,Social,Australia,Chrome
735,28,23.4,5,104.03,8.8,True,2023-01-31 14:00:00,Desktop,Social,UK,Chrome
736,51,4.3,5,46.51,3.0,False,2023-01-31 15:00:00,Mobile,Organic,USA,Firefox
737,24,15.1,5,94.66,4.7,True,2023-01-31 16:00:00,Desktop,Social,USA,Firefox
738,47,11.3,7,101.22,6.1,True,2023-01-31 17:00:00,Desktop,Social,Australia,Edge
739,29,17.2,4,62.59,4.9,True,2023-01-31 18:00:00,Desktop,Social,UK,Chrome
740,40,8.8,3,47.66,5.4,False,2023-01-31 19:00:00,Mobile,Organic,Canada,Firefox
741,28,24.5,7,127.14,6.1,True,2023-01-31 20:00:00,Tablet,Organic,Canada,Firefox
742,36,14.9,4,160.23,7.2,True,2023-01-31 21:00:00,Desktop,Organic,UK,Chrome
743,19,20.5,6,146.9,5.0,True,2023-01-31 22:00:00,Mobile,Organic,USA,Firefox
744,39,20.7,6,101.65,6.3,False,2023-01-31 23:00:00,Mobile,Organic,Canada,Chrome
745,36,10.6,4,67.89,4.0,False,2023-02-01 00:00:00,Desktop,Organic,Australia,Chrome
746,27,15.0,5,79.17,5.2,False,2023-02-01 01:00:00,Tablet,Organic,Canada,Safari
747,34,7.0,5,58.49,3.0,False,2023-02-01 02:00:00,Desktop,Organic,France,Chrome
748,37,11.5,5,77.37,5.2,True,2023-02-01 03:00:00,Mobile,Direct,France,Chrome
749,26,8.3,2,156.75,5.7,True,2023-02-01 04:00:00,Mobile,Paid,France,Chrome
750,33,17.3,8,103.02,7.4,False,2023-02-01 05:00:00,Desktop,Paid,Germany,Edge
751,20,19.6,4,98.28,5.9,False,2023-02-01 06:00:00,Mobile,Social,Canada,Chrome
752,70,1.1,3,30.16,5.5,False,2023-02-01 07:00:00,Mobile,Paid,UK,Edge
753,51,7.7,5,94.88,5.9,True,2023-02-01 08:00:00,Desktop,Organic,UK,Edge
754,39,15.6,4,85.69,2.7,True,2023-02-01 09:00:00,Mobile,Paid,Germany,Chrome
755,53,2.0,3,45.99,2.5,False,2023-02-01 10:00:00,Tablet,Paid,Canada,Chrome
756,18,19.1,5,82.14,5.3,True,2023-02-01 11:00:00,Mobile,Social,Canada,Chrome
757,18,21.6,8,103.08,6.4,True,2023-02-01 12:00:00,Mobile,Organic,Canada,Chrome
758,29,5.9,5,61.19,5.3,True,2023-02-01 13:00:00,Desktop,Paid,Australia,Chrome
759,18,21.5,8,109.33,4.8,False,2023-02-01 14:00:00,Desktop,Organic,Germany,Firefox
760,31,5.7,4,46.73,5.1,False,2023-02-01 15:00:00,Desktop,Organic,Australia,Safari
761,38,11.5,5,81.06,5.3,True,2023-02-01 16:00:00,Mobile,Social,Australia,Chrome
762,49,3.0,2,59.17,6.8,True,2023-02-01 17:00:00,Mobile,Organic,Germany,Chrome
763,18,25.3,9,154.06,7.6,False,2023-02-01 18:00:00,Tablet,Paid,USA,Chrome
764,41,5.4,2,122.95,5.4,True,2023-02-01 19:00:00,Desktop,Organic,Australia,Chrome
765,35,4.7,4,39.91,5.3,True,2023-02-01 20:00:00,Tablet,Social,Canada,Chrome
766,40,12.1,7,105.83,6.5,True,2023-02-01 21:00:00,Tablet,Paid,Canada,Safari
767,27,13.3,6,86.88,6.5,True,2023-02-01 22:00:00,Mobile,Direct,Canada,Chrome
768,56,1.0,4,27.1,7.7,False,2023-02-01 23:00:00,Mobile,Paid,USA,Chrome
769,33,16.1,6,83.67,5.8,True,2023-02-02 00:00:00,Desktop,Direct,Germany,Firefox
770,62,1.0,5,82.11,7.6,False,2023-02-02 01:00:00,Desktop,Organic,USA,Chrome
771,23,11.4,3,88.36,4.1,True,2023-02-02 02:00:00,Desktop,Social,France,Safari
772,46,6.8,3,67.66,4.7,False,2023-02-02 03:00:00,Desktop,Paid,Australia,Safari
773,34,17.3,7,90.52,2.7,True,2023-02-02 04:00:00,Desktop,Paid,Canada,Chrome
774,30,21.0,12,187.11,7.1,False,2023-02-02 05:00:00,Mobile,Social,Canada,Chrome
775,44,15.7,5,70.07,6.7,False,2023-02-02 06:00:00,Desktop,Direct,France,Firefox
776,31,13.6,7,90.88,2.1,True,2023-02-02 07:00:00,Desktop,Social,Australia,Chrome
777,18,6.0,2,51.75,5.8,False,2023-02-02 08:00:00,Desktop,Paid,USA,Chrome
778,18,20.1,6,102.24,6.9,True,2023-02-02 09:00:00,Mobile,Paid,Canada,Edge
779,54,14.6,6,206.4,7.9,True,2023-02-02 10:00:00,Tablet,Organic,UK,Chrome
780,53,13.6,5,152.04,4.7,True,2023-02-02 11:00:00,Desktop,Social,USA,Chrome
781,63,6.8,4,83.58,7.0,False,2023-02-02 12:00:00,Mobile,Paid,USA,Chrome
782,35,7.1,3,65.54,5.7,False,2023-02-02 13:00:00,Tablet,Organic,Germany,Chrome
783,18,15.5,5,90.28,6.8,False,2023-02-02 14:00:00,Mobile,Organic,France,Safari
784,29,24.6,6,140.59,6.2,True,2023-02-02 15:00:00,Mobile,Direct,Germany,Firefox
785,35,5.9,4,106.18,6.6,False,2023-02-02 16:00:00,Mobile,Organic,UK,Firefox
786,20,11.8,6,68.16,7.3,False,2023-02-02 17:00:00,Tablet,Paid,Canada,Chrome
787,60,10.3,6,153.22,6.2,False,2023-02-02 18:00:00,Desktop,Organic,Australia,Safari
788,69,1.0,2,59.43,6.0,True,2023-02-02 19:00:00,Mobile,Paid,Australia,Chrome
789,42,4.9,1,41.77,7.3,False,2023-02-02 20:00:00,Desktop,Organic,USA,Chrome
790,35,20.7,8,112.74,5.9,True,2023-02-02 21:00:00,Desktop,Social,Germany,Chrome
791,18,20.4,6,119.45,4.5,True,2023-02-02 22:00:00,Mobile,Organic,Germany,Chrome
792,58,4.1,3,77.31,6.8,True,2023-02-02 23:00:00,Mobile,Organic,Canada,Chrome
793,36,6.9,2,40.65,7.6,False,2023-02-03 00:00:00,Mobile,Organic,Canada,Chrome
794,31,24.5,7,121.47,8.1,False,2023-02-03 01:00:00,Tablet,Organic,France,Chrome
795,42,10.7,5,87.09,6.9,False,2023-02-03 02:00:00,Mobile,Social,Australia,Chrome
796,26,22.6,6,152.22,3.0,True,2023-02-03 03:00:00,Mobile,Organic,UK,Firefox
797,37,16.8,6,145.26,5.5,True,2023-02-03 04:00:00,Tablet,Social,Australia,Chrome
798,18,15.5,5,67.91,4.8,False,2023-02-03 05:00:00,Desktop,Paid,Australia,Safari
799,51,5.5,5,72.08,5.8,True,2023-02-03 06:00:00,Desktop,Organic,USA,Chrome
800,33,20.7,10,113.11,8.7,True,2023-02-03 07:00:00,Desktop,Organic,UK,Chrome
801,52,15.1,8,117.73,4.6,True,2023-02-03 08:00:00,Mobile,Paid,Canada,Chrome
802,32,4.5,3,166.39,10.0,True,2023-02-03 09:00:00,Mobile,Paid,Germany,Chrome
803,33,16.4,5,127.58,5.7,True,2023-02-03 10:00:00,Mobile,Paid,UK,Chrome
804,18,17.5,6,117.95,5.0,True,2023-02-03 11:00:00,Desktop,Direct,Canada,Chrome
805,46,4.4,2,83.95,7.1,False,2023-02-03 12:00:00,Mobile,Organic,USA,Chrome
806,22,18.3,5,156.34,7.9,True,2023-02-03 13:00:00,Mobile,Paid,USA,Chrome
807,28,8.4,4,104.67,7.0,False,2023-02-03 14:00:00,Tablet,Paid,Canada,Chrome
808,35,10.7,4,55.34,4.4,True,2023-02-03 15:00:00,Desktop,Organic,Germany,Firefox
809,37,8.5,2,137.86,7.1,True,2023-02-03 16:00:00,Mobile,Paid,Canada,Chrome
810,18,15.6,5,94.91,4.4,False,2023-02-03 17:00:00,Mobile,Social,Canada,Edge
811,32,13.7,3,92.13,4.7,True,2023-02-03 18:00:00,Mobile,Social,Canada,Chrome
812,47,4.3,6,122.81,6.1,True,2023-02-03 19:00:00,Desktop,Social,Germany,Chrome
813,29,22.6,9,226.18,6.0,True,2023-02-03 20:00:00,Desktop,Organic,France,Chrome
814,32,16.5,8,99.49,7.6,False,2023-02-03 21:00:00,Desktop,Paid,Germany,Safari
815,37,21.2,6,150.57,5.6,False,2023-02-03 22:00:00,Desktop,Social,USA,Chrome
816,33,12.8,4,72.13,5.4,False,2023-02-03 23:00:00,Mobile,Paid,USA,Edge
817,20,14.9,5,103.07,4.7,False,2023-02-04 00:00:00,Mobile,Social,Canada,Firefox
818,34,22.0,7,90.45,7.5,False,2023-02-04 01:00:00,Mobile,Social,UK,Chrome
819,50,5.6,3,50.85,4.5,False,2023-02-04 02:00:00,Desktop,Paid,Germany,Chrome
820,19,16.8,7,112.33,7.8,True,2023-02-04 03:00:00,Desktop,Organic,France,Chrome
821,29,18.3,6,122.28,7.8,False,2023-02-04 04:00:00,Mobile,Social,UK,Chrome
822,18,11.9,6,106.07,5.4,False,2023-02-04 05:00:00,Mobile,Paid,Canada,Safari
823,49,12.3,3,112.24,6.2,False,2023-02-04 06:00:00,Mobile,Organic,UK,Firefox
824,34,16.3,4,80.84,5.1,True,2023-02-04 07:00:00,Mobile,Organic,Canada,Chrome
825,22,23.2,7,117.72,7.0,True,2023-02-04 08:00:00,Tablet,Organic,Canada,Chrome
826,36,17.0,6,100.54,5.7,True,2023-02-04 09:00:00,Tablet,Social,USA,Chrome
827,18,24.6,5,107.23,5.4,False,2023-02-04 10:00:00,Mobile,Organic,Germany,Firefox
828,19,17.1,5,78.52,5.9,False,2023-02-04 11:00:00,Desktop,Direct,UK,Chrome
829,18,13.8,4,89.66,3.5,True,2023-02-04 12:00:00,Desktop,Direct,France,Firefox
830,19,28.4,8,162.67,6.5,False,2023-02-04 13:00:00,Mobile,Direct,France,Chrome
831,55,1.0,4,68.41,6.7,False,2023-02-04 14:00:00,Desktop,Organic,UK,Safari
832,24,9.2,6,78.23,6.0,False,2023-02-04 15:00:00,Desktop,Paid,Australia,Chrome
833,42,13.7,4,90.04,7.3,True,2023-02-04 16:00:00,Desktop,Direct,USA,Chrome
834,22,24.9,6,109.16,5.5,True,2023-02-04 17:00:00,Tablet,Social,Germany,Safari
835,46,10.5,4,94.94,5.3,False,2023-02-04 18:00:00,Desktop,Organic,France,Firefox
